"","action_type","combined_shot_type","lat","loc_x","loc_y","lon","minutes_remaining","period","playoffs","season","seconds_remaining","shot_distance","shot_made_flag","shot_type","shot_zone_area","shot_zone_basic","shot_zone_range","opponent","shot_id"
"187","Jump Shot","Jump Shot",33.9443,13,100,-118.2568,2,5,0,"2000-01",7,10,"0","2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.","SAC",187
"188","Jump Shot","Jump Shot",33.8443,-73,200,-118.3428,0,5,0,"2000-01",24,21,"1","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","SAC",188
"189","Jump Shot","Jump Shot",33.8603,-77,184,-118.3468,10,1,0,"2000-01",5,19,"1","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","DEN",189
"190","Jump Shot","Jump Shot",33.8673,188,177,-118.0818,9,1,0,"2000-01",7,25,"0","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","DEN",190
"191","Driving Layup Shot","Layup",34.0443,0,0,-118.2698,8,1,0,"2000-01",15,0,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","DEN",191
"194","Jump Shot","Jump Shot",33.9073,-128,137,-118.3978,4,1,0,"2000-01",22,18,"0","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","DEN",194
"195","Alley Oop Dunk Shot","Dunk",34.0443,0,0,-118.2698,4,1,0,"2000-01",9,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","DEN",195
"197","Jump Shot","Jump Shot",33.9513,1,93,-118.2688,11,2,0,"2000-01",19,9,"0","2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.","DEN",197
"198","Jump Shot","Jump Shot",33.8843,115,160,-118.1548,6,2,0,"2000-01",51,19,"1","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","DEN",198
"199","Jump Shot","Jump Shot",33.8443,159,200,-118.1108,6,2,0,"2000-01",11,25,"1","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","DEN",199
"200","Jump Shot","Jump Shot",34.0443,167,0,-118.1028,0,2,0,"2000-01",21,16,"0","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","DEN",200
"201","Jump Shot","Jump Shot",33.7993,-162,245,-118.4318,11,3,0,"2000-01",17,29,"0","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","DEN",201
"203","Jump Shot","Jump Shot",34.0503,167,-6,-118.1028,8,3,0,"2000-01",35,16,"0","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","DEN",203
"204","Jump Shot","Jump Shot",33.8943,-4,150,-118.2738,6,3,0,"2000-01",24,15,"1","2PT Field Goal","Center(C)","Mid-Range","8-16 ft.","DEN",204
"205","Jump Shot","Jump Shot",34.0353,-185,9,-118.4548,5,3,0,"2000-01",1,18,"1","2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.","DEN",205
"206","Jump Shot","Jump Shot",34.0253,237,19,-118.0328,3,3,0,"2000-01",21,23,"1","3PT Field Goal","Right Side(R)","Right Corner 3","24+ ft.","DEN",206
"207","Jump Shot","Jump Shot",34.0253,-229,19,-118.4988,0,3,0,"2000-01",47,22,"1","3PT Field Goal","Left Side(L)","Left Corner 3","24+ ft.","DEN",207
"208","Driving Layup Shot","Layup",34.0443,0,0,-118.2698,11,4,0,"2000-01",10,0,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","DEN",208
"209","Reverse Dunk Shot","Dunk",34.0443,0,0,-118.2698,7,4,0,"2000-01",10,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","DEN",209
"212","Jump Shot","Jump Shot",33.9623,37,82,-118.2328,1,4,0,"2000-01",18,8,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.","DEN",212
"213","Jump Shot","Jump Shot",33.9573,-42,87,-118.3118,0,4,0,"2000-01",46,9,"0","2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.","DEN",213
"214","Jump Shot","Jump Shot",33.7973,28,247,-118.2418,9,1,0,"2000-01",3,24,"0","3PT Field Goal","Center(C)","Above the Break 3","24+ ft.","CHI",214
"215","Jump Shot","Jump Shot",33.9473,7,97,-118.2628,6,1,0,"2000-01",10,9,"0","2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.","CHI",215
"216","Slam Dunk Shot","Dunk",34.0443,0,0,-118.2698,3,1,0,"2000-01",10,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","CHI",216
"217","Layup Shot","Layup",34.0443,0,0,-118.2698,0,1,0,"2000-01",13,0,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","CHI",217
"218","Slam Dunk Shot","Dunk",34.0443,0,0,-118.2698,7,2,0,"2000-01",24,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","CHI",218
"219","Jump Shot","Jump Shot",33.9093,115,135,-118.1548,6,2,0,"2000-01",3,17,"0","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","CHI",219
"220","Jump Shot","Jump Shot",33.8603,142,184,-118.1278,0,2,0,"2000-01",44,23,"0","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","CHI",220
"221","Slam Dunk Shot","Dunk",34.0443,0,0,-118.2698,11,3,0,"2000-01",24,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","CHI",221
"222","Layup Shot","Layup",34.0443,0,0,-118.2698,10,3,0,"2000-01",19,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","CHI",222
"223","Jump Shot","Jump Shot",33.8813,79,163,-118.1908,9,3,0,"2000-01",45,18,"0","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","CHI",223
"224","Jump Shot","Jump Shot",33.9033,142,141,-118.1278,7,3,0,"2000-01",22,20,"1","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","CHI",224
"225","Jump Shot","Jump Shot",33.9193,30,125,-118.2398,6,3,0,"2000-01",43,12,"0","2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.","CHI",225
"226","Running Jump Shot","Jump Shot",33.9473,-60,97,-118.3298,4,3,0,"2000-01",55,11,"1","2PT Field Goal","Left Side(L)","In The Paint (Non-RA)","8-16 ft.","CHI",226
"227","Driving Layup Shot","Layup",34.0443,0,0,-118.2698,1,3,0,"2000-01",34,0,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","CHI",227
"229","Jump Shot","Jump Shot",33.7993,115,245,-118.1548,11,4,0,"2000-01",13,27,"0","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","CHI",229
"230","Jump Shot","Jump Shot",33.8603,-132,184,-118.4018,10,4,0,"2000-01",52,22,"0","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","CHI",230
"231","Driving Layup Shot","Layup",34.0443,0,0,-118.2698,10,4,0,"2000-01",12,0,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","CHI",231
"232","Layup Shot","Layup",34.0443,0,0,-118.2698,10,4,0,"2000-01",8,0,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","CHI",232
"233","Running Jump Shot","Jump Shot",33.9683,-25,76,-118.2948,2,4,0,"2000-01",20,8,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.","CHI",233
"234","Jump Shot","Jump Shot",33.9363,-145,108,-118.4148,1,4,0,"2000-01",37,18,"0","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","CHI",234
"235","Jump Shot","Jump Shot",34.0733,-208,-29,-118.4778,0,4,0,"2000-01",31,21,"0","2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.","CHI",235
"236","Jump Shot","Jump Shot",33.8963,-105,148,-118.3748,10,1,0,"2000-01",5,18,"1","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","GSW",236
"237","Jump Shot","Jump Shot",33.8693,-48,175,-118.3178,8,1,0,"2000-01",0,18,"0","2PT Field Goal","Center(C)","Mid-Range","16-24 ft.","GSW",237
"238","Jump Shot","Jump Shot",33.7973,-77,247,-118.3468,4,1,0,"2000-01",58,25,"0","3PT Field Goal","Center(C)","Above the Break 3","24+ ft.","GSW",238
"239","Driving Layup Shot","Layup",34.0443,0,0,-118.2698,2,1,0,"2000-01",36,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","GSW",239
"240","Layup Shot","Layup",34.0443,0,0,-118.2698,2,1,0,"2000-01",20,0,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","GSW",240
"241","Slam Dunk Shot","Dunk",34.0443,0,0,-118.2698,2,1,0,"2000-01",8,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","GSW",241
"242","Jump Shot","Jump Shot",33.8183,142,226,-118.1278,1,1,0,"2000-01",43,26,"1","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","GSW",242
"243","Alley Oop Dunk Shot","Dunk",34.0443,0,0,-118.2698,10,2,0,"2000-01",17,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","GSW",243
"244","Jump Shot","Jump Shot",33.8733,-63,171,-118.3328,9,2,0,"2000-01",16,18,"1","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","GSW",244
"245","Alley Oop Dunk Shot","Dunk",34.0443,0,0,-118.2698,3,2,0,"2000-01",34,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","GSW",245
"246","Jump Shot","Jump Shot",33.8693,64,175,-118.2058,2,2,0,"2000-01",30,18,"1","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","GSW",246
"247","Driving Dunk Shot","Dunk",34.0443,0,0,-118.2698,9,3,0,"2000-01",52,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","GSW",247
"248","Driving Layup Shot","Layup",34.0443,0,0,-118.2698,9,3,0,"2000-01",12,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","GSW",248
"249","Jump Shot","Jump Shot",33.8083,115,236,-118.1548,6,3,0,"2000-01",31,26,"1","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","GSW",249
"250","Dunk Shot","Dunk",34.0443,0,0,-118.2698,6,3,0,"2000-01",9,0,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","GSW",250
"251","Turnaround Jump Shot","Jump Shot",34.0373,163,7,-118.1068,5,3,0,"2000-01",20,16,"0","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","GSW",251
"252","Layup Shot","Layup",34.0443,0,0,-118.2698,2,3,0,"2000-01",6,0,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","GSW",252
"253","Driving Layup Shot","Layup",34.0443,0,0,-118.2698,2,3,0,"2000-01",0,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","GSW",253
"254","Layup Shot","Layup",34.0443,0,0,-118.2698,1,3,0,"2000-01",26,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","GSW",254
"255","Jump Shot","Jump Shot",34.0043,64,40,-118.2058,10,1,0,"2000-01",33,7,"0","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","MIN",255
"256","Running Jump Shot","Jump Shot",34.0463,-105,-2,-118.3748,7,1,0,"2000-01",33,10,"1","2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.","MIN",256
"258","Reverse Layup Shot","Layup",34.0443,0,0,-118.2698,5,1,0,"2000-01",52,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","MIN",258
"259","Jump Shot","Jump Shot",33.9493,64,95,-118.2058,3,1,0,"2000-01",56,11,"1","2PT Field Goal","Right Side(R)","In The Paint (Non-RA)","8-16 ft.","MIN",259
"261","Jump Shot","Jump Shot",34.0423,-132,2,-118.4018,1,1,0,"2000-01",4,13,"1","2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.","MIN",261
"262","Jump Shot","Jump Shot",34.0273,73,17,-118.1968,10,3,0,"2000-01",53,7,"0","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","MIN",262
"263","Dunk Shot","Dunk",34.0443,0,0,-118.2698,9,3,0,"2000-01",45,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","MIN",263
"265","Jump Shot","Jump Shot",33.8903,-132,154,-118.4018,6,3,0,"2000-01",24,20,"0","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","MIN",265
"266","Layup Shot","Layup",34.0443,0,0,-118.2698,5,3,0,"2000-01",58,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","MIN",266
"268","Jump Shot","Jump Shot",34.0213,235,23,-118.0348,2,3,0,"2000-01",42,23,"0","3PT Field Goal","Right Side(R)","Right Corner 3","24+ ft.","MIN",268
"269","Jump Shot","Jump Shot",33.8693,28,175,-118.2418,0,3,0,"2000-01",21,17,"1","2PT Field Goal","Center(C)","Mid-Range","16-24 ft.","MIN",269
"270","Jump Shot","Jump Shot",33.8733,184,171,-118.0858,11,4,0,"2000-01",38,25,"1","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","MIN",270
"271","Running Jump Shot","Jump Shot",33.9833,127,61,-118.1428,9,4,0,"2000-01",50,14,"0","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","MIN",271
"272","Turnaround Jump Shot","Jump Shot",33.9553,28,89,-118.2418,9,4,0,"2000-01",36,9,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.","MIN",272
"273","Jump Shot","Jump Shot",33.8313,-84,213,-118.3538,7,4,0,"2000-01",30,22,"1","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","MIN",273
"274","Running Jump Shot","Jump Shot",33.9003,-119,144,-118.3888,5,4,0,"2000-01",24,18,"1","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","MIN",274
"275","Running Jump Shot","Jump Shot",33.9343,0,110,-118.2698,10,1,0,"2000-01",25,11,"0","2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.","LAC",275
"276","Driving Layup Shot","Layup",34.0443,0,0,-118.2698,7,1,0,"2000-01",14,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","LAC",276
"277","Jump Shot","Jump Shot",33.9643,127,80,-118.1428,6,1,0,"2000-01",17,15,"0","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","LAC",277
"278","Jump Shot","Jump Shot",33.8253,-143,219,-118.4128,5,1,0,"2000-01",44,26,"1","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","LAC",278
"280","Jump Shot","Jump Shot",33.9033,77,141,-118.1928,7,2,0,"2000-01",18,16,"1","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","LAC",280
"281","Running Jump Shot","Jump Shot",33.9743,-6,70,-118.2758,6,2,0,"2000-01",35,7,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","LAC",281
"283","Driving Layup Shot","Layup",34.0443,0,0,-118.2698,2,2,0,"2000-01",8,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","LAC",283
"284","Layup Shot","Layup",34.0443,0,0,-118.2698,1,2,0,"2000-01",39,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","LAC",284
"285","Jump Shot","Jump Shot",33.8293,144,215,-118.1258,0,2,0,"2000-01",36,25,"1","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","LAC",285
"286","Jump Shot","Jump Shot",33.8673,-63,177,-118.3328,11,3,0,"2000-01",24,18,"0","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","LAC",286
"287","Jump Shot","Jump Shot",33.7853,100,259,-118.1698,7,3,0,"2000-01",20,27,"0","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","LAC",287
"288","Turnaround Jump Shot","Jump Shot",33.9663,-48,78,-118.3178,4,3,0,"2000-01",53,9,"1","2PT Field Goal","Left Side(L)","In The Paint (Non-RA)","8-16 ft.","LAC",288
"289","Jump Shot","Jump Shot",33.8463,153,198,-118.1168,3,3,0,"2000-01",42,25,"0","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","LAC",289
"290","Alley Oop Layup shot","Layup",34.0233,-56,21,-118.3258,2,3,0,"2000-01",15,5,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","LAC",290
"291","Driving Layup Shot","Layup",34.0443,0,0,-118.2698,0,3,0,"2000-01",54,0,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","LAC",291
"292","Jump Shot","Jump Shot",34.0333,201,11,-118.0688,11,4,0,"2000-01",7,20,"1","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","LAC",292
"294","Jump Shot","Jump Shot",34.0103,243,34,-118.0268,9,1,0,"2000-01",42,24,"1","3PT Field Goal","Right Side(R)","Right Corner 3","24+ ft.","IND",294
"295","Jump Shot","Jump Shot",33.8123,123,232,-118.1468,5,1,0,"2000-01",0,26,"1","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","IND",295
"296","Jump Shot","Jump Shot",33.9073,-157,137,-118.4268,3,1,0,"2000-01",30,20,"1","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","IND",296
"297","Jump Shot","Jump Shot",33.9343,138,110,-118.1318,11,2,0,"2000-01",8,17,"0","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","IND",297
"298","Jump Shot","Jump Shot",33.9073,102,137,-118.1678,8,2,0,"2000-01",40,17,"0","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","IND",298
"302","Jump Shot","Jump Shot",34.0273,186,17,-118.0838,3,2,0,"2000-01",47,18,"0","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","IND",302
"303","Driving Layup Shot","Layup",34.0443,0,0,-118.2698,2,2,0,"2000-01",54,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","IND",303
"304","Slam Dunk Shot","Dunk",34.0443,0,0,-118.2698,8,3,0,"2000-01",22,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","IND",304
"305","Jump Shot","Jump Shot",33.7993,142,245,-118.1278,7,3,0,"2000-01",22,28,"0","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","IND",305
"306","Jump Shot","Jump Shot",33.9743,-33,70,-118.3028,6,3,0,"2000-01",52,7,"0","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","IND",306
"307","Jump Shot","Jump Shot",34.0023,-12,42,-118.2818,6,3,0,"2000-01",48,4,"0","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","IND",307
"308","Jump Shot","Jump Shot",33.9403,121,104,-118.1488,4,3,0,"2000-01",58,15,"0","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","IND",308
"309","Driving Layup Shot","Layup",34.0443,0,0,-118.2698,4,3,0,"2000-01",3,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","IND",309
"310","Jump Shot","Jump Shot",33.8813,79,163,-118.1908,3,3,0,"2000-01",18,18,"0","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","IND",310
"311","Jump Shot","Jump Shot",34.0443,-94,0,-118.3638,2,3,0,"2000-01",57,9,"0","2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.","IND",311
"312","Running Jump Shot","Jump Shot",33.9093,-124,135,-118.3938,2,3,0,"2000-01",19,18,"1","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","IND",312
"313","Running Dunk Shot","Dunk",34.0443,0,0,-118.2698,1,3,0,"2000-01",15,0,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","IND",313
"314","Jump Shot","Jump Shot",33.6353,108,409,-118.1618,0,3,0,"2000-01",0,42,"0","3PT Field Goal","Back Court(BC)","Above the Break 3","Back Court Shot","IND",314
"315","Jump Shot","Jump Shot",33.9093,-67,135,-118.3368,10,4,0,"2000-01",32,15,"0","2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.","IND",315
"316","Jump Shot","Jump Shot",33.8203,-160,224,-118.4298,10,4,0,"2000-01",6,27,"1","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","IND",316
"318","Jump Shot","Jump Shot",34.0353,-134,9,-118.4038,10,1,0,"2000-01",59,13,"1","2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.","SEA",318
"319","Jump Shot","Jump Shot",34.0293,-122,15,-118.3918,8,1,0,"2000-01",37,12,"0","2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.","SEA",319
"320","Jump Shot","Jump Shot",33.9283,-101,116,-118.3708,7,1,0,"2000-01",10,15,"0","2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.","SEA",320
"321","Running Jump Shot","Jump Shot",34.0253,-29,19,-118.2988,0,1,0,"2000-01",48,3,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","SEA",321
"322","Jump Shot","Jump Shot",33.7993,-50,245,-118.3198,0,1,0,"2000-01",24,25,"0","3PT Field Goal","Center(C)","Above the Break 3","24+ ft.","SEA",322
"323","Jump Shot","Jump Shot",33.5783,-150,466,-118.4198,0,1,0,"2000-01",0,48,"0","3PT Field Goal","Back Court(BC)","Backcourt","Back Court Shot","SEA",323
"324","Layup Shot","Layup",34.0313,-29,13,-118.2988,11,2,0,"2000-01",48,3,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","SEA",324
"325","Jump Shot","Jump Shot",34.0253,-35,19,-118.3048,9,2,0,"2000-01",0,3,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","SEA",325
"326","Jump Shot","Jump Shot",34.0253,-35,19,-118.3048,1,2,0,"2000-01",54,3,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","SEA",326
"329","Slam Dunk Shot","Dunk",34.0443,0,0,-118.2698,9,3,0,"2000-01",37,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","SEA",329
"330","Jump Shot","Jump Shot",33.8373,167,207,-118.1028,9,3,0,"2000-01",6,26,"0","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","SEA",330
"331","Slam Dunk Shot","Dunk",34.0443,0,0,-118.2698,7,3,0,"2000-01",2,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","SEA",331
"332","Jump Shot","Jump Shot",33.8673,60,177,-118.2098,3,3,0,"2000-01",45,18,"1","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","SEA",332
"333","Driving Layup Shot","Layup",34.0443,0,0,-118.2698,1,3,0,"2000-01",28,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","SEA",333
"334","Jump Shot","Jump Shot",33.7913,-86,253,-118.3558,9,1,0,"2000-01",34,26,"0","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","SAS",334
"336","Jump Shot","Jump Shot",33.9763,172,68,-118.0978,7,1,0,"2000-01",28,18,"1","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","SAS",336
"337","Jump Shot","Jump Shot",34.0163,-50,28,-118.3198,6,1,0,"2000-01",35,5,"0","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","SAS",337
"338","Jump Shot","Jump Shot",33.8793,-86,165,-118.3558,5,1,0,"2000-01",30,18,"1","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","SAS",338
"339","Jump Shot","Jump Shot",34.0163,-79,28,-118.3488,4,1,0,"2000-01",50,8,"0","2PT Field Goal","Left Side(L)","In The Paint (Non-RA)","8-16 ft.","SAS",339
"340","Driving Dunk Shot","Dunk",34.0443,0,0,-118.2698,4,1,0,"2000-01",4,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","SAS",340
"341","Jump Shot","Jump Shot",33.9003,18,144,-118.2518,2,1,0,"2000-01",33,14,"0","2PT Field Goal","Center(C)","Mid-Range","8-16 ft.","SAS",341
"342","Jump Shot","Jump Shot",33.9893,123,55,-118.1468,2,1,0,"2000-01",0,13,"0","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","SAS",342
"343","Driving Layup Shot","Layup",34.0443,0,0,-118.2698,0,1,0,"2000-01",7,0,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","SAS",343
"344","Jump Shot","Jump Shot",34.0593,-170,-15,-118.4398,4,2,0,"2000-01",40,17,"0","2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.","SAS",344
"345","Running Jump Shot","Jump Shot",33.9283,159,116,-118.1108,4,2,0,"2000-01",14,19,"1","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","SAS",345
"347","Jump Shot","Jump Shot",33.8963,32,148,-118.2378,11,3,0,"2000-01",35,15,"1","2PT Field Goal","Center(C)","Mid-Range","8-16 ft.","SAS",347
"349","Jump Shot","Jump Shot",33.8463,5,198,-118.2648,9,3,0,"2000-01",10,19,"0","2PT Field Goal","Center(C)","Mid-Range","16-24 ft.","SAS",349
"350","Jump Shot","Jump Shot",33.7973,-149,247,-118.4188,6,3,0,"2000-01",27,28,"0","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","SAS",350
